"","Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","Equity URL","Derivative URL"
"1151","2004-02-25","Wed","Working Day","Working Day","-","25","FEB","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/FEB/cm25FEB2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/FEB/fo25FEB2004bhav.csv.zip"
"1152","2004-02-26","Thu","Working Day","Working Day","-","26","FEB","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/FEB/cm26FEB2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/FEB/fo26FEB2004bhav.csv.zip"
"1153","2004-02-27","Fri","Working Day","Working Day","-","27","FEB","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/FEB/cm27FEB2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/FEB/fo27FEB2004bhav.csv.zip"
"1154","2004-02-28","Sat","Holiday","Holiday","Weekend","28","FEB","2004","",""
"1155","2004-02-29","Sun","Holiday","Holiday","Weekend","29","FEB","2004","",""
"1156","2004-03-01","Mon","Working Day","Working Day","-","1","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm1MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo1MAR2004bhav.csv.zip"
"1157","2004-03-02","Tue","Holiday","Holiday","Moharram","2","MAR","2004","",""
"1158","2004-03-03","Wed","Working Day","Working Day","-","3","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm3MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo3MAR2004bhav.csv.zip"
"1159","2004-03-04","Thu","Working Day","Working Day","-","4","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm4MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo4MAR2004bhav.csv.zip"
"1160","2004-03-05","Fri","Working Day","Working Day","-","5","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm5MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo5MAR2004bhav.csv.zip"
"1161","2004-03-06","Sat","Holiday","Holiday","Weekend","6","MAR","2004","",""
"1162","2004-03-07","Sun","Holiday","Holiday","Weekend","7","MAR","2004","",""
"1163","2004-03-08","Mon","Working Day","Working Day","-","8","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm8MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo8MAR2004bhav.csv.zip"
"1164","2004-03-09","Tue","Working Day","Working Day","-","9","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm9MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo9MAR2004bhav.csv.zip"
"1165","2004-03-10","Wed","Working Day","Working Day","-","10","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm10MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo10MAR2004bhav.csv.zip"
"1166","2004-03-11","Thu","Working Day","Working Day","-","11","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm11MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo11MAR2004bhav.csv.zip"
"1167","2004-03-12","Fri","Working Day","Working Day","-","12","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm12MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo12MAR2004bhav.csv.zip"
"1168","2004-03-13","Sat","Holiday","Holiday","Weekend","13","MAR","2004","",""
"1169","2004-03-14","Sun","Holiday","Holiday","Weekend","14","MAR","2004","",""
"1170","2004-03-15","Mon","Working Day","Working Day","-","15","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm15MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo15MAR2004bhav.csv.zip"
"1171","2004-03-16","Tue","Working Day","Working Day","-","16","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm16MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo16MAR2004bhav.csv.zip"
"1172","2004-03-17","Wed","Working Day","Working Day","-","17","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm17MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo17MAR2004bhav.csv.zip"
"1173","2004-03-18","Thu","Working Day","Working Day","-","18","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm18MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo18MAR2004bhav.csv.zip"
"1174","2004-03-19","Fri","Working Day","Working Day","-","19","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm19MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo19MAR2004bhav.csv.zip"
"1175","2004-03-20","Sat","Holiday","Holiday","Weekend","20","MAR","2004","",""
"1176","2004-03-21","Sun","Holiday","Holiday","Weekend","21","MAR","2004","",""
"1177","2004-03-22","Mon","Working Day","Working Day","-","22","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm22MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo22MAR2004bhav.csv.zip"
"1178","2004-03-23","Tue","Working Day","Working Day","-","23","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm23MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo23MAR2004bhav.csv.zip"
"1179","2004-03-24","Wed","Working Day","Working Day","-","24","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm24MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo24MAR2004bhav.csv.zip"
"1180","2004-03-25","Thu","Working Day","Working Day","-","25","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm25MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo25MAR2004bhav.csv.zip"
"1181","2004-03-26","Fri","Working Day","Working Day","-","26","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm26MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo26MAR2004bhav.csv.zip"
"1182","2004-03-27","Sat","Holiday","Holiday","Weekend","27","MAR","2004","",""
"1183","2004-03-28","Sun","Holiday","Holiday","Weekend","28","MAR","2004","",""
"1184","2004-03-29","Mon","Working Day","Working Day","-","29","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm29MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo29MAR2004bhav.csv.zip"
"1185","2004-03-30","Tue","Working Day","Working Day","-","30","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm30MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo30MAR2004bhav.csv.zip"
"1186","2004-03-31","Wed","Working Day","Working Day","-","31","MAR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAR/cm31MAR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAR/fo31MAR2004bhav.csv.zip"
"1187","2004-04-01","Thu","Working Day","Working Day","-","1","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm1APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo1APR2004bhav.csv.zip"
"1188","2004-04-02","Fri","Working Day","Working Day","-","2","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm2APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo2APR2004bhav.csv.zip"
"1189","2004-04-03","Sat","Holiday","Holiday","Weekend","3","APR","2004","",""
"1190","2004-04-04","Sun","Holiday","Holiday","Weekend","4","APR","2004","",""
"1191","2004-04-05","Mon","Working Day","Working Day","-","5","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm5APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo5APR2004bhav.csv.zip"
"1192","2004-04-06","Tue","Working Day","Working Day","-","6","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm6APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo6APR2004bhav.csv.zip"
"1193","2004-04-07","Wed","Working Day","Working Day","-","7","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm7APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo7APR2004bhav.csv.zip"
"1194","2004-04-08","Thu","Working Day","Working Day","-","8","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm8APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo8APR2004bhav.csv.zip"
"1195","2004-04-09","Fri","Holiday","Holiday","Good Friday","9","APR","2004","",""
"1196","2004-04-10","Sat","Holiday","Holiday","Weekend","10","APR","2004","",""
"1197","2004-04-11","Sun","Holiday","Holiday","Weekend","11","APR","2004","",""
"1198","2004-04-12","Mon","Working Day","Working Day","-","12","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm12APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo12APR2004bhav.csv.zip"
"1199","2004-04-13","Tue","Working Day","Working Day","-","13","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm13APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo13APR2004bhav.csv.zip"
"1200","2004-04-14","Wed","Holiday","Holiday","Ambedkar Jayanti","14","APR","2004","",""
"1201","2004-04-15","Thu","Working Day","Working Day","-","15","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm15APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo15APR2004bhav.csv.zip"
"1202","2004-04-16","Fri","Working Day","Working Day","-","16","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm16APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo16APR2004bhav.csv.zip"
"1203","2004-04-17","Sat","Holiday","Holiday","Weekend","17","APR","2004","",""
"1204","2004-04-18","Sun","Holiday","Holiday","Weekend","18","APR","2004","",""
"1205","2004-04-19","Mon","Working Day","Working Day","-","19","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm19APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo19APR2004bhav.csv.zip"
"1206","2004-04-20","Tue","Working Day","Working Day","-","20","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm20APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo20APR2004bhav.csv.zip"
"1207","2004-04-21","Wed","Working Day","Working Day","-","21","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm21APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo21APR2004bhav.csv.zip"
"1208","2004-04-22","Thu","Working Day","Working Day","-","22","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm22APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo22APR2004bhav.csv.zip"
"1209","2004-04-23","Fri","Working Day","Working Day","-","23","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm23APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo23APR2004bhav.csv.zip"
"1210","2004-04-24","Sat","Holiday","Holiday","Weekend","24","APR","2004","",""
"1211","2004-04-25","Sun","Holiday","Holiday","Weekend","25","APR","2004","",""
"1212","2004-04-26","Mon","Holiday","Holiday","Parliamentary Elections","26","APR","2004","",""
"1213","2004-04-27","Tue","Working Day","Working Day","-","27","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm27APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo27APR2004bhav.csv.zip"
"1214","2004-04-28","Wed","Working Day","Working Day","-","28","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm28APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo28APR2004bhav.csv.zip"
"1215","2004-04-29","Thu","Working Day","Working Day","-","29","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm29APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo29APR2004bhav.csv.zip"
"1216","2004-04-30","Fri","Working Day","Working Day","-","30","APR","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/APR/cm30APR2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/APR/fo30APR2004bhav.csv.zip"
"1217","2004-05-01","Sat","Holiday","Holiday","Weekend","1","MAY","2004","",""
"1218","2004-05-02","Sun","Holiday","Holiday","Weekend","2","MAY","2004","",""
"1219","2004-05-03","Mon","Working Day","Working Day","-","3","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm3MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo3MAY2004bhav.csv.zip"
"1220","2004-05-04","Tue","Working Day","Working Day","-","4","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm4MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo4MAY2004bhav.csv.zip"
"1221","2004-05-05","Wed","Working Day","Working Day","-","5","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm5MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo5MAY2004bhav.csv.zip"
"1222","2004-05-06","Thu","Working Day","Working Day","-","6","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm6MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo6MAY2004bhav.csv.zip"
"1223","2004-05-07","Fri","Working Day","Working Day","-","7","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm7MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo7MAY2004bhav.csv.zip"
"1224","2004-05-08","Sat","Holiday","Holiday","Weekend","8","MAY","2004","",""
"1225","2004-05-09","Sun","Holiday","Holiday","Weekend","9","MAY","2004","",""
"1226","2004-05-10","Mon","Working Day","Working Day","-","10","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm10MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo10MAY2004bhav.csv.zip"
"1227","2004-05-11","Tue","Working Day","Working Day","-","11","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm11MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo11MAY2004bhav.csv.zip"
"1228","2004-05-12","Wed","Working Day","Working Day","-","12","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm12MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo12MAY2004bhav.csv.zip"
"1229","2004-05-13","Thu","Working Day","Working Day","-","13","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm13MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo13MAY2004bhav.csv.zip"
"1230","2004-05-14","Fri","Working Day","Working Day","-","14","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm14MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo14MAY2004bhav.csv.zip"
"1231","2004-05-15","Sat","Holiday","Holiday","Weekend","15","MAY","2004","",""
"1232","2004-05-16","Sun","Holiday","Holiday","Weekend","16","MAY","2004","",""
"1233","2004-05-17","Mon","Working Day","Working Day","-","17","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm17MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo17MAY2004bhav.csv.zip"
"1234","2004-05-18","Tue","Working Day","Working Day","-","18","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm18MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo18MAY2004bhav.csv.zip"
"1235","2004-05-19","Wed","Working Day","Working Day","-","19","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm19MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo19MAY2004bhav.csv.zip"
"1236","2004-05-20","Thu","Working Day","Working Day","-","20","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm20MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo20MAY2004bhav.csv.zip"
"1237","2004-05-21","Fri","Working Day","Working Day","-","21","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm21MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo21MAY2004bhav.csv.zip"
"1238","2004-05-22","Sat","Holiday","Holiday","Weekend","22","MAY","2004","",""
"1239","2004-05-23","Sun","Holiday","Holiday","Weekend","23","MAY","2004","",""
"1240","2004-05-24","Mon","Working Day","Working Day","-","24","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm24MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo24MAY2004bhav.csv.zip"
"1241","2004-05-25","Tue","Working Day","Working Day","-","25","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm25MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo25MAY2004bhav.csv.zip"
"1242","2004-05-26","Wed","Working Day","Working Day","-","26","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm26MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo26MAY2004bhav.csv.zip"
"1243","2004-05-27","Thu","Working Day","Working Day","-","27","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm27MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo27MAY2004bhav.csv.zip"
"1244","2004-05-28","Fri","Working Day","Working Day","-","28","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm28MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo28MAY2004bhav.csv.zip"
"1245","2004-05-29","Sat","Holiday","Holiday","Weekend","29","MAY","2004","",""
"1246","2004-05-30","Sun","Holiday","Holiday","Weekend","30","MAY","2004","",""
"1247","2004-05-31","Mon","Working Day","Working Day","-","31","MAY","2004","http://www.nseindia.com/content/historical/EQUITIES/2004/MAY/cm31MAY2004bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2004/MAY/fo31MAY2004bhav.csv.zip"
