"Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","URL"
"2004-10-17","Sun","Holiday","Holiday","Weekend",17,"OCT",2004,"NA"
"2004-10-18","Mon","Working Day","Working Day",,18,"OCT",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/OCT/cm18OCT2004bhav.csv.zip"
"2004-10-19","Tue","Working Day","Working Day",,19,"OCT",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/OCT/cm19OCT2004bhav.csv.zip"
"2004-10-20","Wed","Working Day","Working Day",,20,"OCT",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/OCT/cm20OCT2004bhav.csv.zip"
"2004-10-21","Thu","Working Day","Working Day",,21,"OCT",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/OCT/cm21OCT2004bhav.csv.zip"
"2004-10-22","Fri","Holiday","Holiday","Dasara",22,"OCT",2004,"NA"
"2004-10-23","Sat","Holiday","Holiday","Weekend",23,"OCT",2004,"NA"
"2004-10-24","Sun","Holiday","Holiday","Weekend",24,"OCT",2004,"NA"
"2004-10-25","Mon","Working Day","Working Day",,25,"OCT",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/OCT/cm25OCT2004bhav.csv.zip"
"2004-10-26","Tue","Working Day","Working Day",,26,"OCT",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/OCT/cm26OCT2004bhav.csv.zip"
"2004-10-27","Wed","Working Day","Working Day",,27,"OCT",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/OCT/cm27OCT2004bhav.csv.zip"
"2004-10-28","Thu","Working Day","Working Day",,28,"OCT",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/OCT/cm28OCT2004bhav.csv.zip"
"2004-10-29","Fri","Working Day","Working Day",,29,"OCT",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/OCT/cm29OCT2004bhav.csv.zip"
"2004-10-30","Sat","Holiday","Holiday","Weekend",30,"OCT",2004,"NA"
"2004-10-31","Sun","Holiday","Holiday","Weekend",31,"OCT",2004,"NA"
"2004-11-01","Mon","Working Day","Working Day",,1,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm1NOV2004bhav.csv.zip"
"2004-11-02","Tue","Working Day","Working Day",,2,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm2NOV2004bhav.csv.zip"
"2004-11-03","Wed","Working Day","Working Day",,3,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm3NOV2004bhav.csv.zip"
"2004-11-04","Thu","Working Day","Working Day",,4,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm4NOV2004bhav.csv.zip"
"2004-11-05","Fri","Working Day","Working Day",,5,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm5NOV2004bhav.csv.zip"
"2004-11-06","Sat","Holiday","Holiday","Weekend",6,"NOV",2004,"NA"
"2004-11-07","Sun","Holiday","Holiday","Weekend",7,"NOV",2004,"NA"
"2004-11-08","Mon","Working Day","Working Day",,8,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm8NOV2004bhav.csv.zip"
"2004-11-09","Tue","Working Day","Working Day",,9,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm9NOV2004bhav.csv.zip"
"2004-11-10","Wed","Working Day","Working Day",,10,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm10NOV2004bhav.csv.zip"
"2004-11-11","Thu","Working Day","Working Day",,11,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm11NOV2004bhav.csv.zip"
"2004-11-12","Fri","Holiday","Holiday","Laxmi Puja*",12,"NOV",2004,"NA"
"2004-11-13","Sat","Holiday","Holiday","Weekend",13,"NOV",2004,"NA"
"2004-11-14","Sun","Holiday","Holiday","Weekend",14,"NOV",2004,"NA"
"2004-11-15","Mon","Holiday","Holiday","Ramzan Id",15,"NOV",2004,"NA"
"2004-11-16","Tue","Working Day","Working Day",,16,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm16NOV2004bhav.csv.zip"
"2004-11-17","Wed","Working Day","Working Day",,17,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm17NOV2004bhav.csv.zip"
"2004-11-18","Thu","Working Day","Working Day",,18,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm18NOV2004bhav.csv.zip"
"2004-11-19","Fri","Working Day","Working Day",,19,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm19NOV2004bhav.csv.zip"
"2004-11-20","Sat","Holiday","Holiday","Weekend",20,"NOV",2004,"NA"
"2004-11-21","Sun","Holiday","Holiday","Weekend",21,"NOV",2004,"NA"
"2004-11-22","Mon","Working Day","Working Day",,22,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm22NOV2004bhav.csv.zip"
"2004-11-23","Tue","Working Day","Working Day",,23,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm23NOV2004bhav.csv.zip"
"2004-11-24","Wed","Working Day","Working Day",,24,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm24NOV2004bhav.csv.zip"
"2004-11-25","Thu","Working Day","Working Day",,25,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm25NOV2004bhav.csv.zip"
"2004-11-26","Fri","Holiday","Holiday","Guru Nanak Jayanti",26,"NOV",2004,"NA"
"2004-11-27","Sat","Holiday","Holiday","Weekend",27,"NOV",2004,"NA"
"2004-11-28","Sun","Holiday","Holiday","Weekend",28,"NOV",2004,"NA"
"2004-11-29","Mon","Working Day","Working Day",,29,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm29NOV2004bhav.csv.zip"
"2004-11-30","Tue","Working Day","Working Day",,30,"NOV",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/NOV/cm30NOV2004bhav.csv.zip"
"2004-12-01","Wed","Working Day","Working Day",,1,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm1DEC2004bhav.csv.zip"
"2004-12-02","Thu","Working Day","Working Day",,2,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm2DEC2004bhav.csv.zip"
"2004-12-03","Fri","Working Day","Working Day",,3,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm3DEC2004bhav.csv.zip"
"2004-12-04","Sat","Holiday","Holiday","Weekend",4,"DEC",2004,"NA"
"2004-12-05","Sun","Holiday","Holiday","Weekend",5,"DEC",2004,"NA"
"2004-12-06","Mon","Working Day","Working Day",,6,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm6DEC2004bhav.csv.zip"
"2004-12-07","Tue","Working Day","Working Day",,7,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm7DEC2004bhav.csv.zip"
"2004-12-08","Wed","Working Day","Working Day",,8,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm8DEC2004bhav.csv.zip"
"2004-12-09","Thu","Working Day","Working Day",,9,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm9DEC2004bhav.csv.zip"
"2004-12-10","Fri","Working Day","Working Day",,10,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm10DEC2004bhav.csv.zip"
"2004-12-11","Sat","Holiday","Holiday","Weekend",11,"DEC",2004,"NA"
"2004-12-12","Sun","Holiday","Holiday","Weekend",12,"DEC",2004,"NA"
"2004-12-13","Mon","Working Day","Working Day",,13,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm13DEC2004bhav.csv.zip"
"2004-12-14","Tue","Working Day","Working Day",,14,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm14DEC2004bhav.csv.zip"
"2004-12-15","Wed","Working Day","Working Day",,15,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm15DEC2004bhav.csv.zip"
"2004-12-16","Thu","Working Day","Working Day",,16,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm16DEC2004bhav.csv.zip"
"2004-12-17","Fri","Working Day","Working Day",,17,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm17DEC2004bhav.csv.zip"
"2004-12-18","Sat","Holiday","Holiday","Weekend",18,"DEC",2004,"NA"
"2004-12-19","Sun","Holiday","Holiday","Weekend",19,"DEC",2004,"NA"
"2004-12-20","Mon","Working Day","Working Day",,20,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm20DEC2004bhav.csv.zip"
"2004-12-21","Tue","Working Day","Working Day",,21,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm21DEC2004bhav.csv.zip"
"2004-12-22","Wed","Working Day","Working Day",,22,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm22DEC2004bhav.csv.zip"
"2004-12-23","Thu","Working Day","Working Day",,23,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm23DEC2004bhav.csv.zip"
"2004-12-24","Fri","Working Day","Working Day",,24,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm24DEC2004bhav.csv.zip"
"2004-12-25","Sat","Holiday","Holiday","Weekend",25,"DEC",2004,"NA"
"2004-12-26","Sun","Holiday","Holiday","Weekend",26,"DEC",2004,"NA"
"2004-12-27","Mon","Working Day","Working Day",,27,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm27DEC2004bhav.csv.zip"
"2004-12-28","Tue","Working Day","Working Day",,28,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm28DEC2004bhav.csv.zip"
"2004-12-29","Wed","Working Day","Working Day",,29,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm29DEC2004bhav.csv.zip"
"2004-12-30","Thu","Working Day","Working Day",,30,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm30DEC2004bhav.csv.zip"
"2004-12-31","Fri","Working Day","Working Day",,31,"DEC",2004,"http://www.nseindia.com/content/historical/EQUITIES/2004/DEC/cm31DEC2004bhav.csv.zip"
"2005-01-01","Sat","Holiday","Holiday","Weekend",1,"JAN",2005,"NA"
"2005-01-02","Sun","Holiday","Holiday","Weekend",2,"JAN",2005,"NA"
"2005-01-03","Mon","Working Day","Working Day",,3,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm3JAN2005bhav.csv.zip"
"2005-01-04","Tue","Working Day","Working Day",,4,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm4JAN2005bhav.csv.zip"
"2005-01-05","Wed","Working Day","Working Day",,5,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm5JAN2005bhav.csv.zip"
"2005-01-06","Thu","Working Day","Working Day",,6,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm6JAN2005bhav.csv.zip"
"2005-01-07","Fri","Working Day","Working Day",,7,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm7JAN2005bhav.csv.zip"
"2005-01-08","Sat","Holiday","Holiday","Weekend",8,"JAN",2005,"NA"
"2005-01-09","Sun","Holiday","Holiday","Weekend",9,"JAN",2005,"NA"
"2005-01-10","Mon","Working Day","Working Day",,10,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm10JAN2005bhav.csv.zip"
"2005-01-11","Tue","Working Day","Working Day",,11,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm11JAN2005bhav.csv.zip"
"2005-01-12","Wed","Working Day","Working Day",,12,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm12JAN2005bhav.csv.zip"
"2005-01-13","Thu","Working Day","Working Day",,13,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm13JAN2005bhav.csv.zip"
"2005-01-14","Fri","Working Day","Working Day",,14,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm14JAN2005bhav.csv.zip"
"2005-01-15","Sat","Holiday","Holiday","Weekend",15,"JAN",2005,"NA"
"2005-01-16","Sun","Holiday","Holiday","Weekend",16,"JAN",2005,"NA"
"2005-01-17","Mon","Working Day","Working Day",,17,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm17JAN2005bhav.csv.zip"
"2005-01-18","Tue","Working Day","Working Day",,18,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm18JAN2005bhav.csv.zip"
"2005-01-19","Wed","Working Day","Working Day",,19,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm19JAN2005bhav.csv.zip"
"2005-01-20","Thu","Working Day","Working Day",,20,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm20JAN2005bhav.csv.zip"
"2005-01-21","Fri","Holiday","Holiday","Bakri Id",21,"JAN",2005,"NA"
"2005-01-22","Sat","Holiday","Holiday","Weekend",22,"JAN",2005,"NA"
"2005-01-23","Sun","Holiday","Holiday","Weekend",23,"JAN",2005,"NA"
"2005-01-24","Mon","Working Day","Working Day",,24,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm24JAN2005bhav.csv.zip"
"2005-01-25","Tue","Working Day","Working Day",,25,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm25JAN2005bhav.csv.zip"
"2005-01-26","Wed","Holiday","Holiday","Republic Day",26,"JAN",2005,"NA"
"2005-01-27","Thu","Working Day","Working Day",,27,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm27JAN2005bhav.csv.zip"
"2005-01-28","Fri","Working Day","Working Day",,28,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm28JAN2005bhav.csv.zip"
"2005-01-29","Sat","Holiday","Holiday","Weekend",29,"JAN",2005,"NA"
"2005-01-30","Sun","Holiday","Holiday","Weekend",30,"JAN",2005,"NA"
"2005-01-31","Mon","Working Day","Working Day",,31,"JAN",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/JAN/cm31JAN2005bhav.csv.zip"
"2005-02-01","Tue","Working Day","Working Day",,1,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm1FEB2005bhav.csv.zip"
"2005-02-02","Wed","Working Day","Working Day",,2,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm2FEB2005bhav.csv.zip"
"2005-02-03","Thu","Working Day","Working Day",,3,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm3FEB2005bhav.csv.zip"
"2005-02-04","Fri","Working Day","Working Day",,4,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm4FEB2005bhav.csv.zip"
"2005-02-05","Sat","Holiday","Holiday","Weekend",5,"FEB",2005,"NA"
"2005-02-06","Sun","Holiday","Holiday","Weekend",6,"FEB",2005,"NA"
"2005-02-07","Mon","Working Day","Working Day",,7,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm7FEB2005bhav.csv.zip"
"2005-02-08","Tue","Working Day","Working Day",,8,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm8FEB2005bhav.csv.zip"
"2005-02-09","Wed","Working Day","Working Day",,9,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm9FEB2005bhav.csv.zip"
"2005-02-10","Thu","Working Day","Working Day",,10,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm10FEB2005bhav.csv.zip"
"2005-02-11","Fri","Working Day","Working Day",,11,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm11FEB2005bhav.csv.zip"
"2005-02-12","Sat","Holiday","Holiday","Weekend",12,"FEB",2005,"NA"
"2005-02-13","Sun","Holiday","Holiday","Weekend",13,"FEB",2005,"NA"
"2005-02-14","Mon","Working Day","Working Day",,14,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm14FEB2005bhav.csv.zip"
"2005-02-15","Tue","Working Day","Working Day",,15,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm15FEB2005bhav.csv.zip"
"2005-02-16","Wed","Working Day","Working Day",,16,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm16FEB2005bhav.csv.zip"
"2005-02-17","Thu","Working Day","Working Day",,17,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm17FEB2005bhav.csv.zip"
"2005-02-18","Fri","Working Day","Working Day",,18,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm18FEB2005bhav.csv.zip"
"2005-02-19","Sat","Holiday","Holiday","Weekend",19,"FEB",2005,"NA"
"2005-02-20","Sun","Holiday","Holiday","Weekend",20,"FEB",2005,"NA"
"2005-02-21","Mon","Working Day","Working Day",,21,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm21FEB2005bhav.csv.zip"
"2005-02-22","Tue","Working Day","Working Day",,22,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm22FEB2005bhav.csv.zip"
"2005-02-23","Wed","Working Day","Working Day",,23,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm23FEB2005bhav.csv.zip"
"2005-02-24","Thu","Working Day","Working Day",,24,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm24FEB2005bhav.csv.zip"
"2005-02-25","Fri","Working Day","Working Day",,25,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm25FEB2005bhav.csv.zip"
"2005-02-26","Sat","Holiday","Holiday","Weekend",26,"FEB",2005,"NA"
"2005-02-27","Sun","Holiday","Holiday","Weekend",27,"FEB",2005,"NA"
"2005-02-28","Mon","Working Day","Working Day",,28,"FEB",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/FEB/cm28FEB2005bhav.csv.zip"
"2005-03-01","Tue","Working Day","Working Day",,1,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm1MAR2005bhav.csv.zip"
"2005-03-02","Wed","Working Day","Working Day",,2,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm2MAR2005bhav.csv.zip"
"2005-03-03","Thu","Working Day","Working Day",,3,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm3MAR2005bhav.csv.zip"
"2005-03-04","Fri","Working Day","Working Day",,4,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm4MAR2005bhav.csv.zip"
"2005-03-05","Sat","Holiday","Holiday","Weekend",5,"MAR",2005,"NA"
"2005-03-06","Sun","Holiday","Holiday","Weekend",6,"MAR",2005,"NA"
"2005-03-07","Mon","Working Day","Working Day",,7,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm7MAR2005bhav.csv.zip"
"2005-03-08","Tue","Working Day","Working Day",,8,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm8MAR2005bhav.csv.zip"
"2005-03-09","Wed","Working Day","Working Day",,9,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm9MAR2005bhav.csv.zip"
"2005-03-10","Thu","Working Day","Working Day",,10,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm10MAR2005bhav.csv.zip"
"2005-03-11","Fri","Working Day","Working Day",,11,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm11MAR2005bhav.csv.zip"
"2005-03-12","Sat","Holiday","Holiday","Weekend",12,"MAR",2005,"NA"
"2005-03-13","Sun","Holiday","Holiday","Weekend",13,"MAR",2005,"NA"
"2005-03-14","Mon","Working Day","Working Day",,14,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm14MAR2005bhav.csv.zip"
"2005-03-15","Tue","Working Day","Working Day",,15,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm15MAR2005bhav.csv.zip"
"2005-03-16","Wed","Working Day","Working Day",,16,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm16MAR2005bhav.csv.zip"
"2005-03-17","Thu","Working Day","Working Day",,17,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm17MAR2005bhav.csv.zip"
"2005-03-18","Fri","Working Day","Working Day",,18,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm18MAR2005bhav.csv.zip"
"2005-03-19","Sat","Holiday","Holiday","Weekend",19,"MAR",2005,"NA"
"2005-03-20","Sun","Holiday","Holiday","Weekend",20,"MAR",2005,"NA"
"2005-03-21","Mon","Working Day","Working Day",,21,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm21MAR2005bhav.csv.zip"
"2005-03-22","Tue","Working Day","Working Day",,22,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm22MAR2005bhav.csv.zip"
"2005-03-23","Wed","Working Day","Working Day",,23,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm23MAR2005bhav.csv.zip"
"2005-03-24","Thu","Working Day","Working Day",,24,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm24MAR2005bhav.csv.zip"
"2005-03-25","Fri","Holiday","Holiday","Good Friday",25,"MAR",2005,"NA"
"2005-03-26","Sat","Holiday","Holiday","Weekend",26,"MAR",2005,"NA"
"2005-03-27","Sun","Holiday","Holiday","Weekend",27,"MAR",2005,"NA"
"2005-03-28","Mon","Working Day","Working Day",,28,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm28MAR2005bhav.csv.zip"
"2005-03-29","Tue","Working Day","Working Day",,29,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm29MAR2005bhav.csv.zip"
"2005-03-30","Wed","Working Day","Working Day",,30,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm30MAR2005bhav.csv.zip"
"2005-03-31","Thu","Working Day","Working Day",,31,"MAR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/MAR/cm31MAR2005bhav.csv.zip"
"2005-04-01","Fri","Working Day","Working Day",,1,"APR",2005,"http://www.nseindia.com/content/historical/EQUITIES/2005/APR/cm1APR2005bhav.csv.zip"
